nm_id;vendor_code;title;subject_id;revenue_since_0106;margin_pct;live_stock;from_sumrak
886715070;6930;Фотобарабан 46438004 для OKI Data C823, Data C833 черный;1820;0;28.0;5;1
886746156;6926;Картридж W1460X для HP 3004dn, LJ Pro 3004dw черный;1820;0;35.2;50;1
886914071;6922;Фотобарабан W9055MC для HP LJ E87640, LJ E87650, LJ E87660;1820;0;30.2;8;1
895042604;6855;Картридж CF226XL для HP LJ Pro M402d, LJ Pro M402dn черный;1820;0;26.9;50;1
900727605;6833;Картридж P300T6KM-W для Sindoh C300, P300, P300dn пурпурный;1820;0;31.6;18;1
900738976;6832;Картридж P300T6KC-W для Sindoh C300, P300, P300dn голубой;1820;0;31.6;10;1
900750717;6831;Картридж P300T6KK-W для Sindoh C300, P300, P300dn черный;1820;0;31.6;8;1
941600880;6342;Картридж 45536508 для OKI C931, C941, es9541 черный;1820;0;31.4;4;1
941609287;6474;Картридж 45536505 для OKI C931, C941, es9541 желтый;1820;0;31.5;4;1
964365441;34131;Картридж для Canon iR Advance 525i;1820;0;31.9;14;1
964365514;34132;Картридж для Canon iR Advance 615;1820;0;31.9;14;1
964786955;01234;Лента для принтера для Panasonic KX-FHD343;1820;0;38.6;12;1
964787058;01235;Лента для принтера для Panasonic KX-FHD351;1820;0;38.6;12;1
964787265;01239;Лента для принтера для Panasonic KX-FP343;1820;0;38.6;12;1
967393544;01236;Лента для принтера для Panasonic KX-FHD352;1820;0;38.6;12;1
967404188;42041;Картридж для Xerox AltaLink B8045;1820;0;31.3;4;1
967404365;42042;Картридж для Xerox AltaLink B8055;1820;0;31.3;4;1
967404402;42043;Картридж для Xerox AltaLink B8065;1820;0;31.3;4;1
967404515;42045;Картридж для Xerox AltaLink B8090;1820;0;31.3;4;1
967409699;06441;Картридж для Xerox Phaser 6360DT;1820;0;30.3;4;1
1002545152;06442;Картридж для Xerox Phaser 6360DX;1820;0;30.3;4;1
1003283716;35551;Фотобарабан для Samsung SCX-6545;1820;0;35.3;12;1
1003283766;35552;Фотобарабан для Samsung SCX-6555;1820;0;35.3;12;1
1003613173;54281;Фотобарабан для Kyocera TASKalfa 2553;1820;0;32.8;50;1
1003630110;56752;Заправочный комплект для HP PhotoSmart D5100ser;1820;0;41.7;15;1
1003695842;61131;Картридж для Epson M-192G;1820;0;37.3;50;1
1003695843;61132;Картридж для Epson M-190G;1820;0;37.3;50;1
1003695844;61134;Картридж для Epson M-183H;1820;0;37.3;50;1
1003695860;61133;Картридж для Epson M-189;1820;0;37.3;50;1
1003695865;61135;Картридж для Epson M-180H;1820;0;37.3;50;1
1003695886;61136;Картридж для Epson HX-40;1820;0;37.3;50;1
1003695918;61138;Картридж для Epson M-160K;1820;0;37.3;50;1
1003695935;611310;Картридж для Epson HX-80;1820;0;37.3;50;1
1003696197;62072;Тонер-картридж для Xerox C315DNI;1820;0;35.0;9;1
1003696376;62074;Тонер-картридж для Xerox C310DNI;1820;0;35.0;9;1
1003732978;69261;Картридж для HP LaserJet Pro 3004dn;1820;0;35.2;50;1
1003732987;69262;Картридж для HP LaserJet Pro MFP 3104fdw;1820;0;35.2;50;1
1152077851;7042;Картридж TN-273BK для Brother DCP-L3510CDW черный;1820;0;38.0;50;1
1152078295;7043;Картридж TN-273C для Brother DCP-L3510CDW голубой;1820;0;32.1;50;1
1152086247;7044;Картридж TN-273M для Brother DCP-L3510CDW пурпурный;1820;0;32.1;50;1
1152087190;7045;Картридж TN-273Y для Brother DCP-L3510CDW желтый;1820;0;32.1;50;1
1152088323;7046;Картриджи TN-273 для Brother MFC-L3735CDN, MFC-L3750CDW;1820;0;33.0;50;1
1215649522;62281;Картридж для Lexmark CX331adwe;1820;0;34.7;8;1
1251075837;7076;Картридж 20N5HY0 для Lexmark CS331dw, CX331adwe желтый;1820;0;34.7;20;1
1251289660;7077;Картриджи 20N5HKO-20N5HYO для Lexmark CS331dw, CX331adwe;1820;0;31.3;20;1
1289435537;7147;Тонер TK-5230/TK-5240/TK-5430/TK-5440 K для Kyocera черный;1820;0;40.7;6;1
1389485889;7176;Картридж 42STB20 для F+ Imaging MB401, MB402, PB401 черный;1820;0;30.5;36;1
1443682093;7200;Картридж TK-1250 для Kyocera ECOSYS MA3500fx черный;1820;0;37.4;8;1
