account,sku,campaign,bid_now,reason
oz_acc1,1003270685,от 10000 до 500 тыс,13.0,нет продаж 90 дн
oz_acc1,1003270787,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1003270833,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1043864490,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1103307108,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1129396111,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1129396134,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1131187118,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1131187119,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1131187123,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1131187176,Пустые РК,12.0,нет продаж 90 дн
oz_acc1,1131187187,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1131187355,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1131187451,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1131187506,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1131187506,Пустые РК,12.0,нет продаж 90 дн
oz_acc1,1131187836,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1131187921,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1131187953,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1131187953,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1131188002,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1134975888,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1134975943,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976033,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1134976209,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976249,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976310,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976330,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976352,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976395,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1134976428,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1134976513,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976523,от 1000-2000,10.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976554,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976557,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976561,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976716,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1134976750,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1134976774,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1135024178,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1137065664,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1137065683,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1137065735,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1137065756,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1137065803,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1137065906,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1137065958,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1137066020,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1137066102,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1137066132,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1137066155,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1137066179,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1137066193,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1137066202,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1137066213,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1137066236,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1137066257,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1137066261,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1137066300,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1137066415,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1137066513,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1137066513,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1137070597,Пустые РК,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1139101677,Эксперимент1,7.0,нет маржи и нет продаж 90 дн
oz_acc1,1139101728,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1139101837,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1139196058,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1141050667,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1141050716,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1141050724,Пустые РК,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1141050731,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1141050735,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1141050805,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1141050827,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1141050829,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1141050853,Пустые РК,12.0,нет продаж 90 дн
oz_acc1,1141050869,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1141050873,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1141050875,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1141050881,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1141050936,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1141051001,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1141051001,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1141051011,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1141051041,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1141051044,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1141051070,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1141051099,Пустые РК,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1141051339,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1141051363,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1141051456,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1141052537,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1143057954,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1143057968,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143058029,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1143058029,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143058076,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1143058098,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1143058576,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143059199,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1143059234,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143059756,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1143060134,Эксперимент1,9.0,нет маржи и нет продаж 90 дн
oz_acc1,1143060194,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1143060225,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1143060335,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143060364,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1143060605,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1143060724,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1143060962,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143061087,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1143061185,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143061465,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1143061530,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1143061793,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143061849,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1143061862,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143062125,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1143062164,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143062246,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1143062369,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1143062434,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1143062838,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143062907,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1143062907,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1143063067,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143063110,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143068912,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1143069550,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1146397975,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1146398171,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1146702044,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1150859249,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153088960,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153122576,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153213979,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153214391,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153214401,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153214475,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153214483,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153214608,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153214680,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153214682,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153214702,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153214708,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153214708,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153214731,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153214807,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153214812,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153214957,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153215003,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153215054,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153215379,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153215482,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153215802,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153215899,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153216099,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153216113,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153216167,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153216249,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153216296,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153216313,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153216412,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153216564,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153216606,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153216617,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153216758,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153216784,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153216806,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153217239,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153217368,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153217429,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153217435,Эксперимент1,9.0,нет маржи и нет продаж 90 дн
oz_acc1,1153217437,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153217469,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153217583,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153217720,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153217720,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153217821,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153217821,Эксперимент1,9.0,нет маржи и нет продаж 90 дн
oz_acc1,1153217873,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153217906,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,1153217916,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153217943,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153217950,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153218571,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153219105,от 1000-2000,10.0,нет продаж 90 дн
oz_acc1,1153219199,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153219533,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153219791,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153219791,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153219928,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153219964,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153219983,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153220804,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153220922,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153224507,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153226503,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153228103,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153228245,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153229868,от 1000-2000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153229872,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,1153395539,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153396499,от 0 до 1000,10.0,нет маржи и нет продаж 90 дн
oz_acc1,1153396733,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,1153396811,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,1153396814,от 0 до 1000,10.0,нет маржи и нет продаж 90 дн
oz_acc1,1153405213,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153406512,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153408190,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153408297,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153408762,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153409601,Эксперимент1,7.0,нет маржи и нет продаж 90 дн
oz_acc1,1153410240,от 1000-2000,11.0,нет маржи и нет продаж 90 дн
oz_acc1,1153410287,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153410352,от 5000 до 10000,13.0,нет маржи и нет продаж 90 дн
oz_acc1,1153410360,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153412815,Эксперимент1,7.0,нет продаж 90 дн
oz_acc1,1153414614,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153414810,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153414810,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153414998,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153415414,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153415414,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153419535,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153439537,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153456939,Пустые РК,13.0,нет маржи и нет продаж 90 дн
oz_acc1,1153459776,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153511170,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153650286,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153650503,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153653110,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153654031,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153654914,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153654976,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153655078,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153655572,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153656749,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153659419,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153659437,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153659540,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153659540,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153660249,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153660249,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153662151,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153662564,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153662973,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153663630,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153664005,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153666121,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153666328,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153667062,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153667168,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153667260,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153667499,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153668194,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153668544,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153668799,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153669367,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153669493,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153669759,Эксперимент1,9.0,нет продаж 90 дн
oz_acc1,1153669912,Эксперимент1,9.0,нет продаж 90 дн
oz_acc1,1153669925,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153670088,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153670128,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153670159,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153670228,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153670285,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153670668,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153670788,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153670898,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153671069,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153671082,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153671111,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153671139,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153671443,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153671690,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153672020,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153672895,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153672956,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153673552,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153674614,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153678576,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153679066,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153685825,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153696038,Эксперимент1,9.0,нет маржи и нет продаж 90 дн
oz_acc1,1153714692,Пустые РК,12.0,нет продаж 90 дн
oz_acc1,1153716624,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153717315,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153717574,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153717748,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153717936,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153717936,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153718394,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153718889,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153718942,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153719599,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153719599,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153719766,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153720330,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153720333,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153720507,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153720618,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153720736,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153721233,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153721322,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153722074,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153722514,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153722707,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153722794,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153722796,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153723227,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153723334,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153723349,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153723504,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153723702,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153724645,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153724817,от 5000 до 10000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153725086,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153725383,от 2000 до 5000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153725940,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153727030,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153727400,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153729071,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153729183,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153730099,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153730338,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153731526,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153731902,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153731924,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153734673,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153736640,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153736912,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153739424,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153739429,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153739965,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153740080,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153740082,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153740719,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153740968,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,1153741724,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153741823,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153741837,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,1153742208,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153742278,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153742679,от 10000 до 500 тыс,12.0,нет продаж 90 дн
oz_acc1,1153742679,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,1153742886,Пустые РК,12.0,нет продаж 90 дн
oz_acc1,1153745049,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,1153745441,Эксперимент1,9.0,нет продаж 90 дн
oz_acc1,1153746491,от 10000 до 500 тыс,12.0,нет маржи и нет продаж 90 дн
oz_acc1,1153747844,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
