account,offer_id,product_id,status_name,status_descr,is_selling,first_seen,code,attribute_id,attribute_name,field,description,brands_in_name,name,what_to_fix
oz_acc1,4343X2,5721282286,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",Kyocera,"Комплект картриджей MK-4105 (2 шт.) на 300000 страниц для принтеров Kyocera TASKalfa 1800, TASKalfa1801",вычистить названия чужих брендов из хештегов
oz_acc1,4343X6,5721282224,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",Kyocera,"Комплект картриджей MK-4105 (6 шт.) на 900000 страниц для принтеров Kyocera TASKalfa 1800, TASKalfa1801",вычистить названия чужих брендов из хештегов
oz_acc1,5288X10,5735130307,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",,"Комплект картриджей T2 (10 шт.) на 45000 страниц для принтеров Deli M2000DW, P2000DW",вычистить названия чужих брендов из хештегов
oz_acc1,5288X2,5735130042,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",,"Комплект картриджей T2 (2 шт.) на 9000 страниц для принтеров Deli M2000DW, P2000DW",вычистить названия чужих брендов из хештегов
oz_acc1,5288X6,5735134570,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",,"Комплект картриджей T2 (6 шт.) на 27000 страниц для принтеров Deli M2000DW, P2000DW",вычистить названия чужих брендов из хештегов
oz_acc1,5751X10,5738938778,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",Sharp,"Комплект тонер-картриджей BPGT20BA (10 шт.) на 180000 страниц для принтеров Sharp BP-10C20EU, BP 20C20EU, BP20C25EU, BPGT20BA, BP10C20EU, BP20C20EU",вычистить названия чужих брендов из хештегов
oz_acc1,5751X2,5738938824,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",Sharp,"Комплект тонер-картриджей BPGT20BA (2 шт.) на 36000 страниц для принтеров Sharp BP-10C20EU, BP 20C20EU, BP20C25EU, BPGT20BA, BP10C20EU, BP20C20EU",вычистить названия чужих брендов из хештегов
oz_acc1,5751X6,5738938781,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",Sharp,"Комплект тонер-картриджей BPGT20BA (6 шт.) на 108000 страниц для принтеров Sharp BP-10C20EU, BP 20C20EU, BP20C25EU, BPGT20BA, BP10C20EU, BP20C20EU",вычистить названия чужих брендов из хештегов
oz_acc1,3532X10,5713689175,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtags_symbols_validation,22508,Общие недочеты,,"Хештег: укажите только буквы, цифры, знак # и нижнее подчеркивание. Разделяйте хештеги пробелом.",Xerox,"Комплект картриджей 106R04349 (2 шт.) (10 шт.) на 30000 страниц для принтеров Xerox B-205, B 210, B215","в хештегах оставить только буквы, цифры, # и _, разделитель — пробел"
oz_acc1,3532X2,5713689225,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtags_symbols_validation,22508,Общие недочеты,,"Хештег: укажите только буквы, цифры, знак # и нижнее подчеркивание. Разделяйте хештеги пробелом.",Xerox,"Комплект картриджей 106R04349 (2 шт.) (2 шт.) на 6000 страниц для принтеров Xerox B-205, B 210, B215","в хештегах оставить только буквы, цифры, # и _, разделитель — пробел"
oz_acc1,3532X6,5713689277,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtags_symbols_validation,22508,Общие недочеты,,"Хештег: укажите только буквы, цифры, знак # и нижнее подчеркивание. Разделяйте хештеги пробелом.",Xerox,"Комплект картриджей 106R04349 (2 шт.) (6 шт.) на 18000 страниц для принтеров Xerox B-205, B 210, B215","в хештегах оставить только буквы, цифры, # и _, разделитель — пробел"
oz_acc1,0249X10,5688674730,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4180,Название,description,"В названии много спецсимволов. Исправьте текст, чтобы он соответствовал правилам. (В названии много спецсимволов)",Brother,"Комплект картриджей TN-2275 (10 шт.) на 26000 страниц для принтеров Brother DCP-7057, DCP-7060DR, FAX-2845, FAX-2940R, HL-2230, HL 2240DR, HL-2250DNR, HL2270 MFC-7360NR MFC 7860DWR","почистить название от спецсимволов (скобки, слэши, запятые подряд, «(10 шт.)» и т. п.), привести к шаблону Ozon"
oz_acc1,0249X6,5688686609,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4180,Название,description,"В названии много спецсимволов. Исправьте текст, чтобы он соответствовал правилам. (В названии много спецсимволов)",Brother,"Комплект картриджей TN-2275 (6 шт.) на 15600 страниц для принтеров Brother DCP-7057, DCP-7060DR, FAX-2845, FAX-2940R, HL-2230, HL 2240DR, HL-2250DNR, HL2270 MFC-7360NR MFC 7860DWR","почистить название от спецсимволов (скобки, слэши, запятые подряд, «(10 шт.)» и т. п.), привести к шаблону Ozon"
oz_acc1,0250X10,5735938211,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4180,Название,description,"В названии много спецсимволов. Исправьте текст, чтобы он соответствовал правилам. (В названии много спецсимволов)",Brother,"Комплект фотобарабанов DR-2275 DU (10 шт.) на 120000 страниц для принтеров Brother DCP-7057, DCP-7060, FAX-2845, FAX 2940, HL-2132, HL2230, HL-2240, HL2250 HL 2270 MFC-7360 MFC-7860","почистить название от спецсимволов (скобки, слэши, запятые подряд, «(10 шт.)» и т. п.), привести к шаблону Ozon"
oz_acc1,0250X2,5735937858,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4180,Название,description,"В названии много спецсимволов. Исправьте текст, чтобы он соответствовал правилам. (В названии много спецсимволов)",Brother,"Комплект фотобарабанов DR-2275 DU (2 шт.) на 24000 страниц для принтеров Brother DCP-7057, DCP-7060, FAX-2845, FAX 2940, HL-2132, HL2230, HL-2240, HL2250 HL 2270 MFC-7360 MFC-7860","почистить название от спецсимволов (скобки, слэши, запятые подряд, «(10 шт.)» и т. п.), привести к шаблону Ozon"
oz_acc1,0250X6,5735938302,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4180,Название,description,"В названии много спецсимволов. Исправьте текст, чтобы он соответствовал правилам. (В названии много спецсимволов)",Brother,"Комплект фотобарабанов DR-2275 DU (6 шт.) на 72000 страниц для принтеров Brother DCP-7057, DCP-7060, FAX-2845, FAX 2940, HL-2132, HL2230, HL-2240, HL2250 HL 2270 MFC-7360 MFC-7860","почистить название от спецсимволов (скобки, слэши, запятые подряд, «(10 шт.)» и т. п.), привести к шаблону Ozon"
oz_acc1,3116,457220785,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4194,Изображение,description,"Вы отредактировали карточку так, что получился другой товар. Создайте для него новую карточку. (Создайте новую карточку для данного товара)",Brother,"Картридж LC-665XLM для принтеров Brother MFC-J2320, MFC-J2720 пурпурный","правка ТК превратила карточку в другой товар — Ozon требует НОВУЮ карточку; решение по каждой отдельно, автоматом не чинится"
oz_acc1,4260X2,5721627748,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"Уберите рекламную информацию: слова «розыгрыш», «кэшбек», условия акций, цены, сравнение товара с другим брендом, упоминание других сайтов и площадок, указание на оригинальность товара.",Konica Minolta,"Комплект картриджей TN-326 (2 шт.) на 60000 страниц для принтеров Konica Minolta Bizhub 308e, Bizhub 368e","убрать из текста рекламу: акции, цены, кэшбек, сравнение с другим брендом"
oz_acc1,6609,2792169732,Не продается,Не обновлен,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4180,Название,description,"В названии много спецсимволов. Исправьте текст, чтобы он соответствовал правилам. (В названии много спецсимволов)",Brother,"Фотобарабан + картридж DR-2275 DU+TN-2275 для принтеров Brother DCP-7057, DCP-7060, FAX-2845, FAX-2940, HL-2132R, HL 2230, HL-2240, HL 2270 MFC-7360 MFC 7860 черный","почистить название от спецсимволов (скобки, слэши, запятые подряд, «(10 шт.)» и т. п.), привести к шаблону Ozon"
oz_acc1,7112,5590161567,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4180,Название,description,"В названии много спецсимволов. Исправьте текст, чтобы он соответствовал правилам. (В названии много спецсимволов)",Brother,"Тонер TN-241/TN-243 TN-247/TN-421/TN423 C для принтеров Brother DCP-9020cdw, DCP L3550cdw, HL-3040CN, HL3070CW, HL-3140cw, HL3170CDW, HL L3230CDW, HL L8360CDW HLL9310 MFC-9010CN MFC-9120CN голубой","почистить название от спецсимволов (скобки, слэши, запятые подряд, «(10 шт.)» и т. п.), привести к шаблону Ozon"
oz_acc1,7158X10,5754069938,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4180,Название,description,"В названии много спецсимволов. Исправьте текст, чтобы он соответствовал правилам. (В названии много спецсимволов)",Panasonic,"Комплект тонера KX-FAT411A KX-FAT400A KX-FAT410A KX-FAT421A KX-FAT430A KX-FAT431A (10 шт.) на 800мл. для принтеров Panasonic KX-DP702, KX MB1500, KXMB1507, KX-MB1520, KXMB1530, KX MB1536","почистить название от спецсимволов (скобки, слэши, запятые подряд, «(10 шт.)» и т. п.), привести к шаблону Ozon"
oz_acc1,7158X2,5754069715,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4180,Название,description,"В названии много спецсимволов. Исправьте текст, чтобы он соответствовал правилам. (В названии много спецсимволов)",Panasonic,"Комплект тонера KX-FAT411A KX-FAT400A KX-FAT410A KX-FAT421A KX-FAT430A KX-FAT431A (2 шт.) на 160мл. для принтеров Panasonic KX-DP702, KX MB1500, KXMB1507, KX-MB1520, KXMB1530, KX MB1536","почистить название от спецсимволов (скобки, слэши, запятые подряд, «(10 шт.)» и т. п.), привести к шаблону Ozon"
oz_acc1,7158X6,5754069739,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,4180,Название,description,"В названии много спецсимволов. Исправьте текст, чтобы он соответствовал правилам. (В названии много спецсимволов)",Panasonic,"Комплект тонера KX-FAT411A KX-FAT400A KX-FAT410A KX-FAT421A KX-FAT430A KX-FAT431A (6 шт.) на 480мл. для принтеров Panasonic KX-DP702, KX MB1500, KXMB1507, KX-MB1520, KXMB1530, KX MB1536","почистить название от спецсимволов (скобки, слэши, запятые подряд, «(10 шт.)» и т. п.), привести к шаблону Ozon"
oz_acc2,19932D2VW9GY,5257848173,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",Konica Minolta,Фотобарабан для Konica Minolta MB-116 15000 страниц,вычистить названия чужих брендов из хештегов
oz_acc2,19932D2VW9GY,5257848173,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",Konica Minolta,Фотобарабан для Konica Minolta MB-116 15000 страниц,вычистить названия чужих брендов из хештегов
oz_acc2,5682XMX4MNUB,5276619905,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",HP,"Заправочный комплект DS HP-178 для принтеров HP PhotoSmart 7510, PhotoSmart B8553 фото-черный",вычистить названия чужих брендов из хештегов
oz_acc2,5682XMX4MNUB,5276619905,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",HP,"Заправочный комплект DS HP-178 для принтеров HP PhotoSmart 7510, PhotoSmart B8553 фото-черный",вычистить названия чужих брендов из хештегов
oz_acc2,5682XMX4MNUB,5276619905,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,error_attribute_values_out_of_range,22232,ТН ВЭД коды ЕАЭС,,"Проверьте значение. В личном кабинете выберите вариант из списка. Если редактируете через XLS-шаблон, скачайте его заново и укажите правильное значение",HP,"Заправочный комплект DS HP-178 для принтеров HP PhotoSmart 7510, PhotoSmart B8553 фото-черный",значение вне справочника: выбрать вариант из списка Ozon для этого атрибута
oz_acc2,5687T5I95QVI,5278398449,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,error_attribute_values_out_of_range,22232,ТН ВЭД коды ЕАЭС,,"Проверьте значение. В личном кабинете выберите вариант из списка. Если редактируете через XLS-шаблон, скачайте его заново и укажите правильное значение",HP,"Заправочный комплект DS HP-650 для принтеров HP DeskJet Ink Advantage 1516, DeskJet Ink Advantage 2515, DJ 2516, DJ 2545, DJ 3545, DJ 4515, DJ 4645 черный",значение вне справочника: выбрать вариант из списка Ozon для этого атрибута
oz_acc2,5687T5I95QVI,5278398449,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",HP,"Заправочный комплект DS HP-650 для принтеров HP DeskJet Ink Advantage 1516, DeskJet Ink Advantage 2515, DJ 2516, DJ 2545, DJ 3545, DJ 4515, DJ 4645 черный",вычистить названия чужих брендов из хештегов
oz_acc2,5687T5I95QVI,5278398449,Не продается,Не создан,False,2026-08-22 19:27:00+00:00,BR_hashtag_brand,22508,Общие недочеты,,"Хештег: удалите названия всех брендов, не связанных с товаром",HP,"Заправочный комплект DS HP-650 для принтеров HP DeskJet Ink Advantage 1516, DeskJet Ink Advantage 2515, DJ 2516, DJ 2545, DJ 3545, DJ 4515, DJ 4645 черный",вычистить названия чужих брендов из хештегов
oz_acc2,00261URDDUV8,4000508469,Не продается,Не обновлен,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-3050 8000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,00262TERJKXZ,4000508535,Не продается,Не обновлен,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-3051N 8000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,00351BC3LDBK,4007938579,Не продается,Не обновлен,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung SCX-4220 3000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,01091YVNMTXS,4000635433,Не продается,Не обновлен,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-1630 2000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,01092DF6J3C1,4000635430,Не продается,Не обновлен,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-1631 2000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,01093I59BU3E,4000635564,Не продается,Не обновлен,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung SCX-4500 2000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,01094UI8XAW9,4000635488,Не продается,Не обновлен,False,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung SCX-4501 2000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,02791WWUYEJ7,4008343608,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-3310D 5000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,02792OR9SE7D,4008344011,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-3310ND 5000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,02793H61E81U,4008343920,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung SCX-4833FD 5000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,02794RF30FKW,4008343974,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung SCX-4833FR 5000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,02795B3L16SW,4009343861,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-3300 5000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,02796Y5ED2B0,4009343827,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-3310 5000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,02797IV6I5UT,4009343810,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-3312 5000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,02798ZI03S19,4009343967,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung SCX-4833 5000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,02799NUOAAFP,4009344042,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung SCX-4835 5000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,07371AM25S57,4009343837,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-3710 10000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,07372QXJSC35,4009343857,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-3710D 10000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
oz_acc2,07373A76IYB6,4009343920,Продается,Не обновлен,True,2026-08-22 19:27:00+00:00,DESCRIPTION_DECLINE,22508,Общие недочеты,description,"На фото, в описании и/или названии упоминается другой бренд. Уберите упоминание или измените поле «Бренд». (На фото, в описании и/или названии информация о другом бренде)",Samsung,Картридж для Samsung ML-3710ND 10000 страниц,"убрать упоминание чужого бренда из названия/описания/фото либо привести поле «Бренд» в соответствие. Для совместимого расходника бренд принтера — только в формулировке совместимости («для <модель>»), не как бренд товара"
